688,0.04,30,13000,410,71400,32000,1000,230,0.63
3,0.03,60,18000,1000,60000,56000,300,130,0.6
42,0.06,70,47000,920,89300,69000,500,210,0.33
487,0.04,110,32000,1740,85200,66000,2900,850,0.97
10,0.01,80,12000,2210,73800,48000,800,460,0.5
92,0.03,30,19000,570,5000,10000,400,130,0.15
8,0.02,40,5000,1013000,5400,24000,500,230,0.48
15,0.02,30,9000,460,4900,24000,500,180,0.38
5,0.08,40,27000,340,2700,8000,800,370,0.78
